data,num_file,L0,L2,Epsilon,RL_iters,RL_rewards,RL_nnz,RL_OG,MF_iters,MF_nnz,MF_OG,SB_iters,SB_nnz,SB_OG
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_87.csv,166,0.01,0.0,0.11674569894547997,31,-30,1,0.0,92,1,0.0,4,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_125.csv,167,0.01,0.0,0.11526080335944466,34,-33,1,1.0440351827318264e-05,29,1,0.0,30,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_265.csv,168,0.01,0.0,0.11379479424992499,16,-15,1,0.0,34,1,0.0,10,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_120.csv,169,0.01,0.0,0.11234743139868693,13,-12,1,0.0,151,1,0.0,99,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_91.csv,170,0.01,0.0,0.11091847764284683,66,-65,1,0.0,111,1,0.0,31,1,6.485727323526582e-06
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_335.csv,171,0.01,0.0,0.1095076988360101,17,-16,1,0.0,98,1,0.0,11,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_346.csv,172,0.01,0.0,0.1081148638099042,11,-10,1,7.721671777003473e-05,19,1,0.0,19,1,2.034019685671844e-06
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_260.csv,173,0.01,0.0,0.10673974433649977,20,-19,1,3.626523670496815e-05,157,1,0.0,310,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_147.csv,174,0.01,0.0,0.10538211509061353,9,-8,1,0.0,95,1,0.0,8,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_273.csv,175,0.01,0.0,0.10404175361298688,26,-25,1,0.0,122,1,0.0,28,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_170.csv,176,0.01,0.0,0.10271844027383385,32,-31,1,0.0,37,1,0.0,24,1,2.1462853187834065e-05
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_266.csv,177,0.01,0.0,0.1014119582368529,13,-12,1,0.0,113,1,0.0,12,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_254.csv,178,0.01,0.0,0.10012209342369673,8,-7,1,0.0,219,1,0.0,7,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_290.csv,179,0.01,0.0,0.09884863447889315,18,-17,1,3.610519156172515e-05,50,1,0.0,14,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_100.csv,180,0.01,0.0,0.09759137273521322,5,-4,1,0.0,157,1,0.0,39,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_312.csv,181,0.01,0.0,0.09635010217947888,13,-12,1,0.0,67,1,0.0,19,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_117.csv,182,0.01,0.0,0.09512461941880626,24,-23,1,0.0,50,1,0.0,12,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_424.csv,183,0.01,0.0,0.09391472364727778,14,-13,1,0.0,43,1,0.0,8,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_416.csv,184,0.01,0.0,0.09272021661303836,9,-8,1,0.0,50,1,0.0,15,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_76.csv,185,0.01,0.0,0.09154090258581027,19,-18,1,-0.09289635170768921,57,1,0.0,14,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_95.csv,186,0.01,0.0,0.09037658832482114,37,-36,1,0.0,40,1,0.0,16,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_109.csv,187,0.01,0.0,0.08922708304713951,32,-31,1,-0.09255046016898609,40,1,0.0,17,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_205.csv,188,0.01,0.0,0.08809219839641344,11,-10,1,0.0,63,1,0.0,18,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_310.csv,189,0.01,0.0,0.08697174841200697,22,-21,1,1.1793273131938536e-06,18,1,0.0,13,1,1.1793273131938536e-06
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_173.csv,190,0.01,0.0,0.08586554949852851,9,-8,1,0.0,45,1,0.0,23,1,4.7040089055968726e-05
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_211.csv,191,0.01,0.0,0.08477342039574746,70,-69,2,0.0,119,2,0.0,16,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_106.csv,192,0.01,0.0,0.0836951821488931,49,-48,1,0.0,60,1,0.0,26,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_468.csv,193,0.01,0.0,0.08263065807933102,4,-3,1,-0.769855377379356,115,1,0.0,5,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_272.csv,194,0.01,0.0,0.08157967375561309,26,-25,1,0.0,31,1,0.0,12,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_75.csv,195,0.01,0.0,0.08054205696489528,44,-43,1,0.0,97,1,0.0,9,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_328.csv,196,0.01,0.0,0.0795176376847192,18,-17,1,0.0,93,1,0.0,11,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_61.csv,197,0.01,0.0,0.07850624805515233,37,-36,1,0.0,78,1,0.0,26,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_22.csv,198,0.01,0.0,0.07750772235128274,25,-24,1,0.0,114,1,0.0,20,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_49.csv,199,0.01,0.0,0.07652189695606346,115,-114,1,0.0,36,1,0.0,36,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_30.csv,200,0.01,0.0,0.07554861033350296,6,-5,1,0.0,14,1,0.0,17,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_307.csv,201,0.01,0.0,0.07458770300219551,6,-5,1,-0.7527425861960774,221,1,0.0,134,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_432.csv,202,0.01,0.0,0.0736390175091891,3,-2,1,-0.7804844156626921,62,1,0.0,4,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_44.csv,203,0.01,0.0,0.07270239840418503,12,-11,1,-0.09511672246785194,90,1,0.0,11,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_297.csv,204,0.01,0.0,0.07177769221406692,11,-10,1,-0.7756046769038302,276,1,0.0,43,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_42.csv,205,0.01,0.0,0.0708647474177515,14,-13,1,0.0,253,1,0.0,20,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_370.csv,206,0.01,0.0,0.06996341442136189,31,-30,1,0.0,95,1,0.0,7,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_351.csv,207,0.01,0.0,0.0690735455337143,18,-17,1,-0.1803516724681506,137,1,0.0,5,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_60.csv,208,0.01,0.0,0.06819499494211845,46,-45,1,0.0,90,1,0.0,14,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_447.csv,209,0.01,0.0,0.06732761868848415,6,-5,1,0.0,152,1,0.0,19,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_372.csv,210,0.01,0.0,0.06647127464573292,30,-29,1,0.0,49,1,0.0,20,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_293.csv,211,0.01,0.0,0.06562582249450903,35,-34,2,0.0,66,2,0.0,12,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_390.csv,212,0.01,0.0,0.06479112370018733,24,-23,1,0.0,97,1,0.0,10,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_354.csv,213,0.01,0.0,0.06396704149017281,15,-14,1,0.0,72,1,0.0,13,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_401.csv,214,0.01,0.0,0.06315344083148942,24,-23,1,0.0,119,1,0.0,20,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_308.csv,215,0.01,0.0,0.06235018840865354,21,-20,1,0.0,67,1,0.0,11,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_229.csv,216,0.01,0.0,0.06155715260182935,5,-4,1,0.0,59,1,0.0,17,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_32.csv,217,0.01,0.0,0.06077420346526158,16,-15,1,-0.8157721532359155,243,1,0.0,13,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_57.csv,218,0.01,0.0,0.06000121270598296,66,-65,1,0.0,88,1,0.0,26,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_385.csv,219,0.01,0.0,0.05923805366279209,36,-35,1,-0.8001596963549358,9,1,0.0,9,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_200.csv,220,0.01,0.0,0.05848460128549907,31,-30,1,0.0,6,1,0.0,11,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_465.csv,221,0.01,0.0,0.057740732114435006,66,-65,1,0.0,65,1,0.0,28,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_15.csv,222,0.01,0.0,0.05700632426022175,14,-13,1,-0.765461443693476,69,1,0.0,67,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_326.csv,223,0.01,0.0,0.05628125738379977,38,-37,1,5.506415003792769e-05,58,1,0.0,14,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_80.csv,224,0.01,0.0,0.05556541267670909,40,-39,1,0.0,33,1,0.0,5,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_175.csv,225,0.01,0.0,0.054858672841621825,94,-93,1,0.0,99,1,0.0,22,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_259.csv,226,0.01,0.0,0.05416092207312181,62,-61,1,0.0,33,1,0.0,35,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_142.csv,227,0.01,0.0,0.053472046038728994,15,-14,1,0.0,6,1,0.0,5,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_235.csv,228,0.01,0.0,0.052791931860165,19,-18,1,0.0,5,1,0.0,5,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_484.csv,229,0.01,0.0,0.05212046809485708,25,-24,1,3.974693283423907e-06,57,1,0.0,27,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_357.csv,230,0.01,0.0,0.051457544717677314,7,-6,1,0.0,5,1,0.0,11,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_41.csv,231,0.01,0.0,0.050803053102914025,5,-4,1,0.0,130,1,0.0,21,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_29.csv,232,0.01,0.0,0.050156886006472556,4,-3,1,0.0,243,1,0.0,3,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_194.csv,233,0.01,0.0,0.04999663250080857,6,-5,1,0.0,168,1,0.0,20,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_270.csv,234,0.01,0.0,0.04999663250080857,4,-3,1,0.0,91,1,0.0,11,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_405.csv,235,0.01,0.0,0.04999663250080857,9,-8,1,0.0,55,1,0.0,8,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_17.csv,236,0.01,0.0,0.04999663250080857,12,-11,1,0.0,41,1,0.0,13,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_460.csv,237,0.01,0.0,0.04999663250080857,2,-1,1,0.0,65,1,0.0,2,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_128.csv,238,0.01,0.0,0.04999663250080857,40,-39,1,0.0,101,1,0.0,27,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_66.csv,239,0.01,0.0,0.04999663250080857,2,-1,1,-0.7590289536821021,198,1,0.0,127,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_396.csv,240,0.01,0.0,0.04999663250080857,16,-15,1,0.0,27,1,0.0,10,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_77.csv,241,0.01,0.0,0.04999663250080857,15,-14,1,-0.8225845898806394,146,1,0.0,4,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_303.csv,242,0.01,0.0,0.04999663250080857,3,-2,1,0.0,3,1,0.0,3,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_316.csv,243,0.01,0.0,0.04999663250080857,6,-5,1,0.0,115,1,0.0,26,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_234.csv,244,0.01,0.0,0.04999663250080857,41,-40,1,0.0,69,1,0.0,19,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_180.csv,245,0.01,0.0,0.04999663250080857,5,-4,1,0.0,237,1,0.0,14,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_253.csv,246,0.01,0.0,0.04999663250080857,54,-53,1,0.0,48,1,0.0,15,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_164.csv,247,0.01,0.0,0.04999663250080857,17,-16,1,-0.7994857753354507,15,1,0.0,11,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_239.csv,248,0.01,0.0,0.04999663250080857,20,-19,1,-0.0803075442612074,41,1,0.0,13,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_18.csv,249,0.01,0.0,0.04999663250080857,9,-8,1,0.0,14,1,0.0,8,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_444.csv,250,0.01,0.0,0.04999663250080857,5,-4,1,0.0,18,1,0.0,5,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_50.csv,251,0.01,0.0,0.04999663250080857,86,-85,1,0.0,217,1,0.0,100,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_274.csv,252,0.01,0.0,0.04999663250080857,4,-3,1,0.0,121,1,0.0,5,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_382.csv,253,0.01,0.0,0.04999663250080857,6,-5,1,0.0,76,1,0.0,7,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_129.csv,254,0.01,0.0,0.04999663250080857,6,-5,1,0.0,11,1,0.0,4,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_227.csv,255,0.01,0.0,0.04999663250080857,8,-7,1,0.0,46,1,0.0,21,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_391.csv,256,0.01,0.0,0.04999663250080857,34,-33,1,-0.0927629411806923,74,1,0.0,23,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_404.csv,257,0.01,0.0,0.04999663250080857,7,-6,1,0.0,190,1,0.0,25,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_134.csv,258,0.01,0.0,0.04999663250080857,26,-25,1,0.0,107,1,0.0,52,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_309.csv,259,0.01,0.0,0.04999663250080857,44,-43,1,0.0,159,1,0.0,117,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_340.csv,260,0.01,0.0,0.04999663250080857,8,-7,1,0.0,8,1,0.0,5,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_169.csv,261,0.01,0.0,0.04999663250080857,4,-3,1,0.0,8,1,0.0,5,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_39.csv,262,0.01,0.0,0.04999663250080857,5,-4,1,0.0,73,1,0.0,4,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_277.csv,263,0.01,0.0,0.04999663250080857,6,-5,1,0.0,32,1,0.0,9,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_411.csv,264,0.01,0.0,0.04999663250080857,24,-23,1,0.0,101,1,0.0,25,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_241.csv,265,0.01,0.0,0.04999663250080857,5,-4,1,0.0,76,1,0.0,25,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_464.csv,266,0.01,0.0,0.04999663250080857,5,-4,1,0.0,34,1,0.0,6,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_287.csv,267,0.01,0.0,0.04999663250080857,2,-1,1,0.0,2,1,0.0,2,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_83.csv,268,0.01,0.0,0.04999663250080857,9,-8,1,-0.09211423668288404,61,1,0.0,8,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_103.csv,269,0.01,0.0,0.04999663250080857,4,-3,1,0.0,239,1,0.0,4,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_179.csv,270,0.01,0.0,0.04999663250080857,5,-4,2,0.0,46,2,0.0,14,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_5.csv,271,0.01,0.0,0.04999663250080857,8,-7,1,-0.813721489514106,75,1,0.0,43,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_152.csv,272,0.01,0.0,0.04999663250080857,9,-8,1,0.0,102,1,0.0,26,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_73.csv,273,0.01,0.0,0.04999663250080857,5,-4,1,0.0,202,1,0.0,31,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_342.csv,274,0.01,0.0,0.04999663250080857,17,-16,1,0.0,43,1,0.0,23,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_256.csv,275,0.01,0.0,0.04999663250080857,8,-7,1,0.0,27,1,0.0,46,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_172.csv,276,0.01,0.0,0.04999663250080857,9,-8,1,0.0,42,1,0.0,38,1,8.955275627158073e-05
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_171.csv,277,0.01,0.0,0.04999663250080857,4,-3,1,0.0,28,1,0.0,16,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_124.csv,278,0.01,0.0,0.04999663250080857,3,-2,1,0.0,190,1,0.0,118,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_454.csv,279,0.01,0.0,0.04999663250080857,6,-5,1,0.0,78,1,0.0,19,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_176.csv,280,0.01,0.0,0.04999663250080857,11,-10,1,0.0,67,1,0.0,13,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_314.csv,281,0.01,0.0,0.04999663250080857,4,-3,1,0.0,10,1,0.0,4,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_85.csv,282,0.01,0.0,0.04999663250080857,6,-5,1,0.0,22,1,0.0,6,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_84.csv,283,0.01,0.0,0.04999663250080857,6,-5,1,0.0,107,2,0.0,22,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_190.csv,284,0.01,0.0,0.04999663250080857,5,-4,1,0.0,119,1,0.0,9,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_381.csv,285,0.01,0.0,0.04999663250080857,7,-6,1,0.0,45,1,0.0,11,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_368.csv,286,0.01,0.0,0.04999663250080857,11,-10,1,0.0,42,1,0.0,16,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_94.csv,287,0.01,0.0,0.04999663250080857,18,-17,1,0.0,59,1,0.0,20,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_313.csv,288,0.01,0.0,0.04999663250080857,8,-7,1,0.0,103,1,0.0,157,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_33.csv,289,0.01,0.0,0.04999663250080857,5,-4,2,0.0,27,2,0.0,13,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_371.csv,290,0.01,0.0,0.04999663250080857,7,-6,1,0.0,94,1,0.0,6,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_181.csv,291,0.01,0.0,0.04999663250080857,18,-17,1,0.0,71,1,0.0,15,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_3.csv,292,0.01,0.0,0.04999663250080857,8,-7,1,0.0,54,1,0.0,7,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_26.csv,293,0.01,0.0,0.04999663250080857,13,-12,1,0.0,152,1,0.0,13,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_461.csv,294,0.01,0.0,0.04999663250080857,3,-2,1,0.0,47,1,0.0,5,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_130.csv,295,0.01,0.0,0.04999663250080857,18,-17,1,0.0,32,1,0.0,15,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_473.csv,296,0.01,0.0,0.04999663250080857,8,-7,1,0.0,52,1,0.0,26,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_435.csv,297,0.01,0.0,0.04999663250080857,8,-7,1,1.8733973572598e-05,44,1,0.0,19,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_437.csv,298,0.01,0.0,0.04999663250080857,20,-19,1,0.0,177,1,0.0,43,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_427.csv,299,0.01,0.0,0.04999663250080857,7,-6,1,0.0,94,1,0.0,19,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_294.csv,300,0.01,0.0,0.04999663250080857,5,-4,1,0.0,25,1,0.0,10,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_495.csv,301,0.01,0.0,0.04999663250080857,15,-14,1,0.0,202,1,0.0,23,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_377.csv,302,0.01,0.0,0.04999663250080857,11,-10,1,0.0,115,1,0.0,13,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_395.csv,303,0.01,0.0,0.04999663250080857,6,-5,1,0.0,11,1,0.0,7,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_195.csv,304,0.01,0.0,0.04999663250080857,7,-6,1,0.0,156,1,0.0,11,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_319.csv,305,0.01,0.0,0.04999663250080857,6,-5,1,0.0,12,1,0.0,8,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_386.csv,306,0.01,0.0,0.04999663250080857,7,-6,1,0.0,85,1,0.0,10,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_442.csv,307,0.01,0.0,0.04999663250080857,8,-7,1,0.0,202,1,0.0,41,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_188.csv,308,0.01,0.0,0.04999663250080857,6,-5,1,0.0,14,1,0.0,6,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_108.csv,309,0.01,0.0,0.04999663250080857,9,-8,1,0.0,28,1,0.0,21,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_114.csv,310,0.01,0.0,0.04999663250080857,9,-8,1,0.0,6,1,0.0,6,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_40.csv,311,0.01,0.0,0.04999663250080857,4,-3,2,0.0,182,2,0.0,5,2,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_269.csv,312,0.01,0.0,0.04999663250080857,7,-6,1,0.0,31,1,0.0,9,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_449.csv,313,0.01,0.0,0.04999663250080857,6,-5,1,0.0,76,1,0.0,12,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_426.csv,314,0.01,0.0,0.04999663250080857,5,-4,1,0.0,106,1,0.0,9,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_153.csv,315,0.01,0.0,0.04999663250080857,9,-8,1,0.0,169,1,0.0,37,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_445.csv,316,0.01,0.0,0.04999663250080857,7,-6,1,0.0,30,1,0.0,26,1,8.753818138835861e-05
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_378.csv,317,0.01,0.0,0.04999663250080857,7,-6,1,0.0,24,1,0.0,8,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_441.csv,318,0.01,0.0,0.04999663250080857,8,-7,1,0.0,140,1,0.0,13,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_458.csv,319,0.01,0.0,0.04999663250080857,10,-9,1,0.0,157,1,0.0,22,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_11.csv,320,0.01,0.0,0.04999663250080857,14,-13,1,0.0,66,1,0.0,27,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_63.csv,321,0.01,0.0,0.04999663250080857,8,-7,1,0.0,27,1,0.0,44,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_453.csv,322,0.01,0.0,0.04999663250080857,7,-6,1,0.0,49,1,0.0,23,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_344.csv,323,0.01,0.0,0.04999663250080857,9,-8,1,0.0,51,1,0.0,21,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_362.csv,324,0.01,0.0,0.04999663250080857,6,-5,1,0.0,71,2,0.0,5,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_119.csv,325,0.01,0.0,0.04999663250080857,12,-11,1,0.0,156,1,0.0,40,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_4.csv,326,0.01,0.0,0.04999663250080857,12,-11,1,0.0,66,1,0.0,17,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_165.csv,327,0.01,0.0,0.04999663250080857,7,-6,1,0.0,118,1,0.0,23,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_58.csv,328,0.01,0.0,0.04999663250080857,9,-8,1,0.0,70,1,0.0,18,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_496.csv,329,0.01,0.0,0.04999663250080857,7,-6,1,0.0,13,1,0.0,24,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_295.csv,330,0.01,0.0,0.04999663250080857,3,-2,1,0.0,109,1,0.0,6,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_456.csv,331,0.01,0.0,0.04999663250080857,8,-7,1,0.0,94,1,0.0,12,1,0.0
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_177.csv,332,0.01,0.0,0.04999663250080857,10,-9,1,0.0,14,1,0.0,11,1,0.0
