data,num_file,L0,L2,NNZ,RL_iters,RL_rewards,MF_iters,MF_rewards,SAMP_iters,SAMP_rewards,SB_iters,SB_rewards
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_6.csv,47,0.0021535332295160208,0.0,40,1000,24,1000,5,1000,8,1000,17
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_6.csv,47,0.02153533229516021,0.0,22,1000,19,1000,6,1000,8,1000,15
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_0.csv,48,2.2914780190383318e-05,0.0,45,1000,13,1000,5,1000,7,1000,28
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_0.csv,48,0.00022914780190383315,0.0,43,1000,20,1000,5,1000,34,1000,70
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_0.csv,48,0.0022914780190383317,0.0,38,1000,19,1000,5,1000,17,1000,29
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_0.csv,48,0.022914780190383316,0.0,26,1000,12,1000,5,1000,7,1000,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_6.csv,49,4.6042515320891974e-05,0.0,4,87,15,301,18,87,16,59,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_6.csv,49,0.0004604251532089197,0.0,1,119,20,149,21,97,17,53,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_6.csv,49,0.004604251532089197,0.0,1,106,18,142,20,99,14,25,11
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_6.csv,49,0.04604251532089197,0.0,1,4,4,19,4,27,4,19,4
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_11.csv,50,2.3469528383180944e-05,0.0,50,1000,21,1000,5,1000,4,1000,35
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_11.csv,50,0.00023469528383180944,0.0,41,1000,24,1000,5,1000,32,1000,45
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_11.csv,50,0.0023469528383180944,0.0,39,1000,24,1000,5,1000,15,1000,41
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_11.csv,50,0.023469528383180945,0.0,26,1000,13,1000,7,1000,14,1000,26
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_1.csv,51,4.5385523239720025e-05,0.0,4,93,15,206,13,140,19,49,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_1.csv,51,0.00045385523239720025,0.0,2,123,20,136,19,96,18,99,13
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_1.csv,51,0.004538552323972002,0.0,1,84,20,103,12,95,15,45,13
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_1.csv,51,0.045385523239720026,0.0,1,10,6,48,7,10,7,9,8
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_5.csv,52,4.586386522336241e-05,0.0,6,119,15,182,21,159,14,82,29
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_5.csv,52,0.0004586386522336241,0.0,2,113,15,111,16,68,17,47,17
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_5.csv,52,0.004586386522336241,0.0,1,76,10,55,11,167,17,10,9
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_5.csv,52,0.04586386522336241,0.0,1,13,7,74,6,61,8,33,6
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_15.csv,53,4.5617790522578476e-05,0.0,3,255,15,171,25,169,28,77,32
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_15.csv,53,0.00045617790522578473,0.0,1,153,18,120,21,106,19,36,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_15.csv,53,0.0045617790522578475,0.0,1,78,17,79,12,134,15,49,12
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_15.csv,53,0.04561779052257847,0.0,2,6,3,26,3,34,3,5,3
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_3.csv,54,2.2599279117011643e-05,0.0,45,1000,15,1000,5,1000,6,1000,50
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_3.csv,54,0.00022599279117011643,0.0,42,1000,17,1000,5,1000,25,1000,61
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_3.csv,54,0.0022599279117011643,0.0,40,1000,20,1000,5,1000,7,1000,31
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_3.csv,54,0.022599279117011643,0.0,28,1000,19,1000,7,1000,9,1000,22
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_7.csv,55,2.3181983438248832e-05,0.0,47,1000,19,1000,5,1000,5,1000,49
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_7.csv,55,0.00023181983438248834,0.0,43,1000,24,1000,5,1000,18,1000,51
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_7.csv,55,0.002318198343824883,0.0,40,1000,16,1000,5,1000,9,1000,34
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_7.csv,55,0.023181983438248833,0.0,27,1000,13,1000,6,1000,10,1000,26
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_16.csv,56,2.2464157265518842e-05,0.0,45,1000,14,1000,5,1000,9,1000,39
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_16.csv,56,0.0002246415726551884,0.0,43,1000,24,1000,5,1000,30,1000,53
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_16.csv,56,0.002246415726551884,0.0,40,1000,17,1000,5,1000,8,1000,30
x_gen_syn_n3_p50_corr0.5_snr5.0_seed2022_16.csv,56,0.02246415726551884,0.0,25,1000,14,1000,7,1000,11,1000,19
x_gen_syn_n3_p30_corr0.5_snr5.0_seed2022_0.csv,57,2.6200420482371157e-05,0.0,24,1000,28,1000,3,1000,6,1000,38
x_gen_syn_n3_p30_corr0.5_snr5.0_seed2022_0.csv,57,0.0002620042048237116,0.0,20,1000,24,1000,3,1000,24,1000,61
x_gen_syn_n3_p30_corr0.5_snr5.0_seed2022_0.csv,57,0.0026200420482371156,0.0,19,1000,25,1000,3,1000,5,1000,38
x_gen_syn_n3_p30_corr0.5_snr5.0_seed2022_0.csv,57,0.02620042048237116,0.0,11,1000,19,1000,4,1000,5,1000,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_8.csv,58,4.543673064906062e-05,0.0,3,118,19,268,17,172,18,33,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_8.csv,58,0.0004543673064906062,0.0,1,124,20,137,25,109,18,50,17
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_8.csv,58,0.004543673064906062,0.0,1,115,19,131,20,104,15,15,9
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_8.csv,58,0.04543673064906062,0.0,2,2,2,90,2,110,2,18,2
x_gen_syn_n3_p30_corr0.5_snr5.0_seed2022_13.csv,59,2.7024431472166983e-05,0.0,24,1000,21,1000,3,1000,4,1000,27
x_gen_syn_n3_p30_corr0.5_snr5.0_seed2022_13.csv,59,0.00027024431472166984,0.0,21,1000,21,1000,3,1000,21,1000,49
x_gen_syn_n3_p30_corr0.5_snr5.0_seed2022_13.csv,59,0.002702443147216698,0.0,19,1000,26,1000,27,1000,19,1000,34
x_gen_syn_n3_p30_corr0.5_snr5.0_seed2022_13.csv,59,0.027024431472166984,0.0,10,1000,16,1000,3,1000,5,1000,12
